Samples ,Samples (s),Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),Power (mW),Unix Time (ms),Time (s),T [Jedha] Rydberg Table,std,mean,c.v. (%)
3163,31630, 5/17/2024, 03:26:11.775,0.28741,908.2156,,,,,,
3164,31640, 5/17/2024, 03:26:21.798,0.28732,907.9312,,,,,,
3165,31650, 5/17/2024, 03:26:31.818,0.28735,908.026,,,,,,
3166,31660, 5/17/2024, 03:26:41.836,0.28733,907.9628,,,,,,
3167,31670, 5/17/2024, 03:26:51.859,0.28731,907.8996,,,,,,
3168,31680, 5/17/2024, 03:27:01.878,0.28732,907.9312,,,,,,
3169,31690, 5/17/2024, 03:27:11.155,0.28733,907.9628,,,,,,
3170,31700, 5/17/2024, 03:27:21.178,0.28733,907.9628,,,,,,
3171,31710, 5/17/2024, 03:27:31.195,0.28722,907.6152,,,,,,
3172,31720, 5/17/2024, 03:27:41.219,0.28731,907.8996,,,,,,
3173,31730, 5/17/2024, 03:27:51.243,0.28721,907.5836,,,,,,
3174,31740, 5/17/2024, 03:28:01.261,0.28725,907.71,,,,,,
3175,31750, 5/17/2024, 03:28:11.288,0.28735,908.026,,,,,,
3176,31760, 5/17/2024, 03:28:21.311,0.28735,908.026,,,,,,
3177,31770, 5/17/2024, 03:28:31.334,0.28735,908.026,,,,,,
3178,31780, 5/17/2024, 03:28:41.355,0.28734,907.9944,,,,,,
3179,31790, 5/17/2024, 03:28:51.378,0.28736,908.0576,,,,,,
3180,31800, 5/17/2024, 03:29:01.396,0.28728,907.8048,,,,,,
3181,31810, 5/17/2024, 03:29:11.418,0.28729,907.8364,,,,,,
3182,31820, 5/17/2024, 03:29:21.419,0.28727,907.7732,,,,,,
3183,31830, 5/17/2024, 03:29:31.431,0.28725,907.71,,,,,,
3184,31840, 5/17/2024, 03:29:41.448,0.28723,907.6468,,,,,,
3185,31850, 5/17/2024, 03:29:51.470,0.28712,907.2992,,,,,,
3186,31860, 5/17/2024, 03:30:01.492,0.28715,907.394,,,,,,
3187,31870, 5/17/2024, 03:30:11.507,0.28726,907.7416,,,,,,
3188,31880, 5/17/2024, 03:30:21.533,0.28723,907.6468,,,,,,
3189,31890, 5/17/2024, 03:30:31.554,0.28726,907.7416,,,,,,
3190,31900, 5/17/2024, 03:30:41.577,0.28737,908.0892,,,,,,
3191,31910, 5/17/2024, 03:30:51.597,0.28744,908.3104,,,,,,
3192,31920, 5/17/2024, 03:31:01.615,0.28741,908.2156,,,,,,
3193,31930, 5/17/2024, 03:31:11.637,0.28734,907.9944,,,,,,
3194,31940, 5/17/2024, 03:31:21.662,0.28729,907.8364,,,,,,
3195,31950, 5/17/2024, 03:31:31.688,0.28725,907.71,,,,,,
3196,31960, 5/17/2024, 03:31:41.712,0.28736,908.0576,,,,,,
3197,31970, 5/17/2024, 03:31:51.731,0.28735,908.026,,,,,,
3198,31980, 5/17/2024, 03:32:01.756,0.28737,908.0892,,,,,,
3199,31990, 5/17/2024, 03:32:11.779,0.2873,907.868,,,,,,
3200,32000, 5/17/2024, 03:32:21.806,0.28729,907.8364,,,,,,
3201,32010, 5/17/2024, 03:32:31.824,0.28726,907.7416,,,,,,
3202,32020, 5/17/2024, 03:32:41.845,0.28719,907.5204,,,,,,
3203,32030, 5/17/2024, 03:32:51.868,0.28731,907.8996,,,,,,
3204,32040, 5/17/2024, 03:33:01.888,0.28734,907.9944,,,,,,
3205,32050, 5/17/2024, 03:33:11.166,0.28738,908.1208,,,,,,
3206,32060, 5/17/2024, 03:33:21.188,0.28741,908.2156,,,,,,
3207,32070, 5/17/2024, 03:33:31.201,0.28739,908.1524,,,,,,
3208,32080, 5/17/2024, 03:33:41.227,0.2873,907.868,,,,,,
3209,32090, 5/17/2024, 03:33:51.255,0.28722,907.6152,,,,,,
3210,32100, 5/17/2024, 03:34:01.269,0.28734,907.9944,,,,,,
3211,32110, 5/17/2024, 03:34:11.293,0.28736,908.0576,,,,,,
3212,32120, 5/17/2024, 03:34:21.320,0.28738,908.1208,,,,,,
3213,32130, 5/17/2024, 03:34:31.341,0.28725,907.71,,,,,,
3214,32140, 5/17/2024, 03:34:41.359,0.28726,907.7416,,,,,,
3215,32150, 5/17/2024, 03:34:51.362,0.28729,907.8364,,,,,,
3216,32160, 5/17/2024, 03:35:01.391,0.2872,907.552,,,,,,
3217,32170, 5/17/2024, 03:35:11.410,0.28717,907.4572,,,,,,
3218,32180, 5/17/2024, 03:35:21.438,0.28714,907.3624,,,,,,
3219,32190, 5/17/2024, 03:35:31.460,0.28724,907.6784,,,,,,
3220,32200, 5/17/2024, 03:35:41.484,0.28721,907.5836,,,,,,
3221,32210, 5/17/2024, 03:35:51.488,0.28721,907.5836,,,,,,
3222,32220, 5/17/2024, 03:36:01.507,0.28717,907.4572,,,,,,
3223,32230, 5/17/2024, 03:36:11.530,0.28722,907.6152,,,,,,
3224,32240, 5/17/2024, 03:36:21.544,0.28735,908.026,,,,,,
3225,32250, 5/17/2024, 03:36:31.564,0.2873,907.868,,,,,,
3226,32260, 5/17/2024, 03:36:41.592,0.28732,907.9312,,,,,,
3227,32270, 5/17/2024, 03:36:51.620,0.28726,907.7416,,,,,,
3228,32280, 5/17/2024, 03:37:01.641,0.28729,907.8364,,,,,,
3229,32290, 5/17/2024, 03:37:11.656,0.28734,907.9944,,,,,,
3230,32300, 5/17/2024, 03:37:21.682,0.28727,907.7732,,,,,,
3231,32310, 5/17/2024, 03:37:31.706,0.2873,907.868,,,,,,
3232,32320, 5/17/2024, 03:37:41.718,0.28738,908.1208,,,,,,
3233,32330, 5/17/2024, 03:37:51.735,0.28735,908.026,,,,,,
3234,32340, 5/17/2024, 03:38:01.759,0.2873,907.868,,,,,,
3235,32350, 5/17/2024, 03:38:11.781,0.28726,907.7416,,,,,,
3236,32360, 5/17/2024, 03:38:21.806,0.28738,908.1208,,,,,,
3237,32370, 5/17/2024, 03:38:31.823,0.28732,907.9312,,,,,,
3238,32380, 5/17/2024, 03:38:41.846,0.2873,907.868,,,,,,
3239,32390, 5/17/2024, 03:38:51.869,0.28726,907.7416,,,,,,
3240,32400, 5/17/2024, 03:39:01.886,0.2873,907.868,,,,,,
3241,32410, 5/17/2024, 03:39:11.162,0.28736,908.0576,,,,,,
3242,32420, 5/17/2024, 03:39:21.188,0.28729,907.8364,,,,,,
3243,32430, 5/17/2024, 03:39:31.206,0.28731,907.8996,,,,,,
3244,32440, 5/17/2024, 03:39:41.217,0.2873,907.868,,,,,,
3245,32450, 5/17/2024, 03:39:51.240,0.28741,908.2156,,,,,,
3246,32460, 5/17/2024, 03:40:01.256,0.28731,907.8996,,,,,,
3247,32470, 5/17/2024, 03:40:11.274,0.28733,907.9628,,,,,,
3248,32480, 5/17/2024, 03:40:21.298,0.28727,907.7732,,,,,,
3249,32490, 5/17/2024, 03:40:31.299,0.28731,907.8996,,,,,,
3250,32500, 5/17/2024, 03:40:41.310,0.28717,907.4572,,,,,,
3251,32510, 5/17/2024, 03:40:51.330,0.28726,907.7416,,,,,,
3252,32520, 5/17/2024, 03:41:01.354,0.28733,907.9628,,,,,,
3253,32530, 5/17/2024, 03:41:11.355,0.28732,907.9312,,,,,,
3254,32540, 5/17/2024, 03:41:21.375,0.28736,908.0576,,,,,,
3255,32550, 5/17/2024, 03:41:31.399,0.28736,908.0576,,,,,,
3256,32560, 5/17/2024, 03:41:41.426,0.28738,908.1208,,,,,,
3257,32570, 5/17/2024, 03:41:51.441,0.28735,908.026,,,,,,
3258,32580, 5/17/2024, 03:42:01.452,0.28735,908.026,,,,,,
3259,32590, 5/17/2024, 03:42:11.483,0.28727,907.7732,,,,,,
3260,32600, 5/17/2024, 03:42:21.511,0.28727,907.7732,,,,,,
3261,32610, 5/17/2024, 03:42:31.531,0.2873,907.868,,,,,,
3262,32620, 5/17/2024, 03:42:41.554,0.28735,908.026,,,,,,
3263,32630, 5/17/2024, 03:42:51.575,0.28734,907.9944,,,,,,
3264,32640, 5/17/2024, 03:43:01.594,0.28736,908.0576,,,,,,
3265,32650, 5/17/2024, 03:43:11.611,0.28734,907.9944,,,,,,
3266,32660, 5/17/2024, 03:43:21.639,0.28732,907.9312,,,,,,
3267,32670, 5/17/2024, 03:43:31.658,0.28729,907.8364,,,,,,
3268,32680, 5/17/2024, 03:43:41.675,0.28728,907.8048,,,,,,
3269,32690, 5/17/2024, 03:43:51.695,0.28727,907.7732,,,,,,
3270,32700, 5/17/2024, 03:44:01.721,0.2872,907.552,,,,,,
3271,32710, 5/17/2024, 03:44:11.752,0.28719,907.5204,,,,,,
3272,32720, 5/17/2024, 03:44:21.781,0.28723,907.6468,,,,,,
3273,32730, 5/17/2024, 03:44:31.796,0.28723,907.6468,,,,,,
3274,32740, 5/17/2024, 03:44:41.820,0.28718,907.4888,,,,,,
3275,32750, 5/17/2024, 03:44:51.842,0.28725,907.71,,,,,,
3276,32760, 5/17/2024, 03:45:01.865,0.28745,908.342,,,,,,
3277,32770, 5/17/2024, 03:45:11.888,0.28743,908.2788,,,,,,
3278,32780, 5/17/2024, 03:45:21.148,0.28737,908.0892,,,,,,
3279,32790, 5/17/2024, 03:45:31.158,0.28725,907.71,,,,,,
3280,32800, 5/17/2024, 03:45:41.184,0.28726,907.7416,,,,,,
3281,32810, 5/17/2024, 03:45:51.204,0.28725,907.71,,,,,,
3282,32820, 5/17/2024, 03:46:01.218,0.28731,907.8996,,,,,,
3283,32830, 5/17/2024, 03:46:11.236,0.28723,907.6468,,,,,,
3284,32840, 5/17/2024, 03:46:21.256,0.28709,907.2044,,,,,,
3285,32850, 5/17/2024, 03:46:31.277,0.28718,907.4888,,,,,,
3286,32860, 5/17/2024, 03:46:41.299,0.28718,907.4888,,,,,,
3287,32870, 5/17/2024, 03:46:51.325,0.28726,907.7416,,,,,,
3288,32880, 5/17/2024, 03:47:01.337,0.28726,907.7416,,,,,,
3289,32890, 5/17/2024, 03:47:11.354,0.28728,907.8048,,,,,,
3290,32900, 5/17/2024, 03:47:21.378,0.28724,907.6784,,,,,,
3291,32910, 5/17/2024, 03:47:31.393,0.28714,907.3624,,,,,,
3292,32920, 5/17/2024, 03:47:41.414,0.2872,907.552,,,,,,
3293,32930, 5/17/2024, 03:47:51.438,0.28724,907.6784,,,,,,
3294,32940, 5/17/2024, 03:48:01.459,0.28722,907.6152,,,,,,
3295,32950, 5/17/2024, 03:48:11.481,0.28714,907.3624,,,,,,
3296,32960, 5/17/2024, 03:48:21.484,0.2872,907.552,,,,,,
3297,32970, 5/17/2024, 03:48:31.514,0.28716,907.4256,,,,,,
3298,32980, 5/17/2024, 03:48:41.529,0.28719,907.5204,,,,,,
3299,32990, 5/17/2024, 03:48:51.551,0.28726,907.7416,,,,,,
3300,33000, 5/17/2024, 03:49:01.575,0.28727,907.7732,,,,,,
3301,33010, 5/17/2024, 03:49:11.593,0.28723,907.6468,,,,,,
3302,33020, 5/17/2024, 03:49:21.612,0.28732,907.9312,,,,,,
3303,33030, 5/17/2024, 03:49:31.627,0.2872,907.552,,,,,,
3304,33040, 5/17/2024, 03:49:41.646,0.28719,907.5204,,,,,,
3305,33050, 5/17/2024, 03:49:51.657,0.28714,907.3624,,,,,,
3306,33060, 5/17/2024, 03:50:01.671,0.28713,907.3308,,,,,,
3307,33070, 5/17/2024, 03:50:11.684,0.28723,907.6468,,,,,,
3308,33080, 5/17/2024, 03:50:21.711,0.28717,907.4572,,,,,,
3309,33090, 5/17/2024, 03:50:31.728,0.28719,907.5204,,,,,,
3310,33100, 5/17/2024, 03:50:41.742,0.28731,907.8996,,,,,,
3311,33110, 5/17/2024, 03:50:51.761,0.28729,907.8364,,,,,,
3312,33120, 5/17/2024, 03:51:01.782,0.28725,907.71,,,,,,
3313,33130, 5/17/2024, 03:51:11.793,0.28728,907.8048,,,,,,
3314,33140, 5/17/2024, 03:51:21.810,0.28721,907.5836,,,,,,
3315,33150, 5/17/2024, 03:51:31.830,0.2872,907.552,,,,,,
3316,33160, 5/17/2024, 03:51:41.849,0.28722,907.6152,,,,,,
3317,33170, 5/17/2024, 03:51:51.859,0.28711,907.2676,,,,,,
3318,33180, 5/17/2024, 03:52:01.883,0.28708,907.1728,,,,,,
3319,33190, 5/17/2024, 03:52:11.134,0.28707,907.1412,,,,,,
3320,33200, 5/17/2024, 03:52:21.165,0.28708,907.1728,,,,,,
3321,33210, 5/17/2024, 03:52:31.166,0.28713,907.3308,,,,,,
3322,33220, 5/17/2024, 03:52:41.174,0.28719,907.5204,,,,,,
3323,33230, 5/17/2024, 03:52:51.178,0.28708,907.1728,,,,,,
3324,33240, 5/17/2024, 03:53:01.185,0.28709,907.2044,,,,,,
3325,33250, 5/17/2024, 03:53:11.202,0.28716,907.4256,,,,,,
3326,33260, 5/17/2024, 03:53:21.215,0.28723,907.6468,,,,,,
3327,33270, 5/17/2024, 03:53:31.239,0.28722,907.6152,,,,,,
3328,33280, 5/17/2024, 03:53:41.251,0.2872,907.552,,,,,,
3329,33290, 5/17/2024, 03:53:51.273,0.28723,907.6468,,,,,,
3330,33300, 5/17/2024, 03:54:01.296,0.28722,907.6152,,,,,,
3331,33310, 5/17/2024, 03:54:11.320,0.28724,907.6784,,,,,,
3332,33320, 5/17/2024, 03:54:21.351,0.28733,907.9628,,,,,,
3333,33330, 5/17/2024, 03:54:31.361,0.28729,907.8364,,,,,,
3334,33340, 5/17/2024, 03:54:41.379,0.28728,907.8048,,,,,,
3335,33350, 5/17/2024, 03:54:51.405,0.28731,907.8996,,,,,,
3336,33360, 5/17/2024, 03:55:01.412,0.28726,907.7416,,,,,,
3337,33370, 5/17/2024, 03:55:11.430,0.28716,907.4256,,,,,,
3338,33380, 5/17/2024, 03:55:21.450,0.28724,907.6784,,,,,,
3339,33390, 5/17/2024, 03:55:31.455,0.28728,907.8048,,,,,,
3340,33400, 5/17/2024, 03:55:41.458,0.28722,907.6152,,,,,,
3341,33410, 5/17/2024, 03:55:51.481,0.28724,907.6784,,,,,,
3342,33420, 5/17/2024, 03:56:01.502,0.28729,907.8364,,,,,,
3343,33430, 5/17/2024, 03:56:11.524,0.28722,907.6152,,,,,,
3344,33440, 5/17/2024, 03:56:21.539,0.2873,907.868,,,,,,
3345,33450, 5/17/2024, 03:56:31.552,0.28742,908.2472,,,,,,
3346,33460, 5/17/2024, 03:56:41.567,0.28736,908.0576,,,,,,
3347,33470, 5/17/2024, 03:56:51.597,0.28741,908.2156,,,,,,
3348,33480, 5/17/2024, 03:57:01.617,0.28741,908.2156,,,,,,
3349,33490, 5/17/2024, 03:57:11.634,0.28732,907.9312,,,,,,
3350,33500, 5/17/2024, 03:57:21.656,0.28734,907.9944,,,,,,
3351,33510, 5/17/2024, 03:57:31.667,0.28734,907.9944,,,,,,
3352,33520, 5/17/2024, 03:57:41.686,0.28731,907.8996,,,,,,
3353,33530, 5/17/2024, 03:57:51.705,0.28737,908.0892,,,,,,
3354,33540, 5/17/2024, 03:58:01.726,0.28739,908.1524,,,,,,
3355,33550, 5/17/2024, 03:58:11.750,0.28739,908.1524,,,,,,
3356,33560, 5/17/2024, 03:58:21.772,0.28737,908.0892,,,,,,
3357,33570, 5/17/2024, 03:58:31.788,0.28736,908.0576,,,,,,
3358,33580, 5/17/2024, 03:58:41.807,0.2874,908.184,,,,,,
3359,33590, 5/17/2024, 03:58:51.830,0.28732,907.9312,,,,,,
3360,33600, 5/17/2024, 03:59:01.851,0.28725,907.71,,,,,,
3361,33610, 5/17/2024, 03:59:11.865,0.28728,907.8048,,,,,,
3362,33620, 5/17/2024, 03:59:21.878,0.28735,908.026,,,,,,
3363,33630, 5/17/2024, 03:59:31.150,0.28729,907.8364,,,,,,
3364,33640, 5/17/2024, 03:59:41.162,0.28731,907.8996,,,,,,
3365,33650, 5/17/2024, 03:59:51.184,0.28728,907.8048,,,,,,
3366,33660, 5/17/2024, 04:00:01.209,0.2873,907.868,,,,,,
3367,33670, 5/17/2024, 04:00:11.230,0.28733,907.9628,,,,,,
