Samples ,Samples (s),Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),Power (mW),Unix Time (ms),Time (s),T [Jedha] Rydberg Table,std,mean,c.v. (%)
600,6000, 5/16/2024, 20:19:02.171,0.28723,907.6468,1.71592E+12,38160,21.5,,,
601,6010, 5/16/2024, 20:19:12.174,0.28717,907.4572,1.71592E+12,38220,21.5,,,
602,6020, 5/16/2024, 20:19:22.182,0.28717,907.4572,1.71592E+12,38280,21.5,,,
603,6030, 5/16/2024, 20:19:32.183,0.28715,907.394,1.71592E+12,38340,21.44,,,
604,6040, 5/16/2024, 20:19:42.187,0.28713,907.3308,1.71592E+12,38400,21.44,,,
605,6050, 5/16/2024, 20:19:52.197,0.28719,907.5204,1.71592E+12,38460,21.44,,,
606,6060, 5/16/2024, 20:20:02.200,0.28726,907.7416,1.71592E+12,38520,21.38,,,
607,6070, 5/16/2024, 20:20:12.209,0.28719,907.5204,1.71592E+12,38580,21.38,,,
608,6080, 5/16/2024, 20:20:22.213,0.28712,907.2992,1.71592E+12,38640,21.38,,,
609,6090, 5/16/2024, 20:20:32.227,0.28713,907.3308,1.71592E+12,38700,21.345,,,
610,6100, 5/16/2024, 20:20:42.231,0.28717,907.4572,1.71592E+12,38760,21.38,,,
611,6110, 5/16/2024, 20:20:52.238,0.28714,907.3624,1.71592E+12,38820,21.31,,,
612,6120, 5/16/2024, 20:21:02.245,0.28716,907.4256,1.71592E+12,38880,21.31,,,
613,6130, 5/16/2024, 20:21:12.255,0.28721,907.5836,1.71592E+12,38940,21.31,,,
614,6140, 5/16/2024, 20:21:22.260,0.28722,907.6152,1.71592E+12,39000,21.31,,,
615,6150, 5/16/2024, 20:21:32.263,0.28723,907.6468,1.71592E+12,39060,21.31,,,
616,6160, 5/16/2024, 20:21:42.281,0.28717,907.4572,1.71592E+12,39180,21.31,,,
617,6170, 5/16/2024, 20:21:52.291,0.2872,907.552,1.71592E+12,39240,21.31,,,
618,6180, 5/16/2024, 20:22:02.294,0.28718,907.4888,1.71592E+12,39300,21.31,,,
619,6190, 5/16/2024, 20:22:12.300,0.28717,907.4572,1.71592E+12,39360,21.345,,,
620,6200, 5/16/2024, 20:22:22.304,0.28715,907.394,1.71592E+12,39420,21.31,,,
621,6210, 5/16/2024, 20:22:32.308,0.28715,907.394,1.71592E+12,39480,21.38,,,
622,6220, 5/16/2024, 20:22:42.314,0.28719,907.5204,1.71592E+12,39540,21.38,,,
623,6230, 5/16/2024, 20:22:52.332,0.28721,907.5836,1.71592E+12,39600,21.38,,,
624,6240, 5/16/2024, 20:23:02.339,0.28716,907.4256,1.71592E+12,39660,21.41,,,
625,6250, 5/16/2024, 20:23:12.360,0.2872,907.552,1.71592E+12,39720,21.44,,,
626,6260, 5/16/2024, 20:23:22.369,0.28722,907.6152,1.71592E+12,39780,21.44,,,
627,6270, 5/16/2024, 20:23:32.375,0.2872,907.552,1.71592E+12,39840,21.44,,,
628,6280, 5/16/2024, 20:23:42.387,0.28717,907.4572,1.71592E+12,39900,21.44,,,
629,6290, 5/16/2024, 20:23:52.393,0.28713,907.3308,1.71592E+12,39960,21.5,,,
630,6300, 5/16/2024, 20:24:02.401,0.28715,907.394,1.71592E+12,40020,21.5,,,
631,6310, 5/16/2024, 20:24:12.404,0.28711,907.2676,1.71592E+12,40080,21.5,,,
632,6320, 5/16/2024, 20:24:22.408,0.28709,907.2044,1.71592E+12,40200,21.5,,,
633,6330, 5/16/2024, 20:24:32.410,0.28705,907.078,1.71592E+12,40260,21.5,,,
634,6340, 5/16/2024, 20:24:42.414,0.28707,907.1412,1.71592E+12,40320,21.5,,,
635,6350, 5/16/2024, 20:24:52.424,0.28708,907.1728,1.71592E+12,40380,21.53,,,
636,6360, 5/16/2024, 20:25:02.432,0.28712,907.2992,1.71592E+12,40440,21.5,,,
637,6370, 5/16/2024, 20:25:12.434,0.28708,907.1728,1.71592E+12,40500,21.5,,,
638,6380, 5/16/2024, 20:25:22.441,0.28712,907.2992,1.71592E+12,40560,21.5,,,
639,6390, 5/16/2024, 20:25:32.449,0.28718,907.4888,1.71592E+12,40620,21.5,,,
640,6400, 5/16/2024, 20:25:42.455,0.28722,907.6152,1.71592E+12,40680,21.47,,,
641,6410, 5/16/2024, 20:25:52.463,0.28723,907.6468,1.71592E+12,40740,21.44,,,
642,6420, 5/16/2024, 20:26:02.469,0.28725,907.71,1.71592E+12,40800,21.38,,,
643,6430, 5/16/2024, 20:26:12.475,0.28724,907.6784,1.71592E+12,40860,21.44,,,
644,6440, 5/16/2024, 20:26:22.481,0.28719,907.5204,1.71592E+12,40920,21.38,,,
645,6450, 5/16/2024, 20:26:32.482,0.28718,907.4888,1.71592E+12,40980,21.31,,,
646,6460, 5/16/2024, 20:26:42.482,0.28714,907.3624,1.71592E+12,41040,21.345,,,
647,6470, 5/16/2024, 20:26:52.485,0.28716,907.4256,1.71592E+12,41100,21.28,,,
648,6480, 5/16/2024, 20:27:02.491,0.28713,907.3308,1.71592E+12,41160,21.31,,,
649,6490, 5/16/2024, 20:27:12.499,0.28721,907.5836,1.71592E+12,41280,21.25,,,
650,6500, 5/16/2024, 20:27:22.503,0.28728,907.8048,1.71592E+12,41340,21.25,,,
651,6510, 5/16/2024, 20:27:32.507,0.28729,907.8364,1.71592E+12,41400,21.25,,,
652,6520, 5/16/2024, 20:27:42.511,0.28718,907.4888,1.71592E+12,41460,21.28,,,
653,6530, 5/16/2024, 20:27:52.512,0.2872,907.552,1.71592E+12,41580,21.25,,,
654,6540, 5/16/2024, 20:28:02.515,0.28722,907.6152,1.71592E+12,41640,21.25,,,
655,6550, 5/16/2024, 20:28:12.522,0.28717,907.4572,1.71592E+12,41700,21.28,,,
656,6560, 5/16/2024, 20:28:22.533,0.28719,907.5204,1.71592E+12,41760,21.25,,,
657,6570, 5/16/2024, 20:28:32.536,0.28728,907.8048,1.71592E+12,41820,21.31,,,
658,6580, 5/16/2024, 20:28:42.543,0.28728,907.8048,1.71592E+12,41880,21.31,,,
659,6590, 5/16/2024, 20:28:52.552,0.28722,907.6152,1.71592E+12,41940,21.31,,,
660,6600, 5/16/2024, 20:29:02.560,0.28717,907.4572,1.71592E+12,42000,21.38,,,
661,6610, 5/16/2024, 20:29:12.562,0.28712,907.2992,1.71592E+12,42060,21.345,,,
662,6620, 5/16/2024, 20:29:22.571,0.28712,907.2992,1.71592E+12,42120,21.38,,,
663,6630, 5/16/2024, 20:29:32.576,0.28718,907.4888,1.71592E+12,42180,21.44,,,
664,6640, 5/16/2024, 20:29:42.582,0.28721,907.5836,1.71592E+12,42300,21.5,,,
665,6650, 5/16/2024, 20:29:52.596,0.28719,907.5204,1.71592E+12,42360,21.44,,,
666,6660, 5/16/2024, 20:30:02.601,0.28716,907.4256,1.71592E+12,42420,21.47,,,
667,6670, 5/16/2024, 20:30:12.605,0.28714,907.3624,1.71592E+12,42480,21.5,,,
668,6680, 5/16/2024, 20:30:22.615,0.28713,907.3308,1.71592E+12,42540,21.5,,,
669,6690, 5/16/2024, 20:30:32.622,0.28711,907.2676,1.71592E+12,42600,21.5,,,
670,6700, 5/16/2024, 20:30:42.630,0.28714,907.3624,1.71592E+12,42660,21.53,,,
671,6710, 5/16/2024, 20:30:52.634,0.28716,907.4256,1.71592E+12,42720,21.56,,,
672,6720, 5/16/2024, 20:31:02.638,0.2872,907.552,1.71592E+12,42780,21.5,,,
673,6730, 5/16/2024, 20:31:12.646,0.28726,907.7416,1.71592E+12,42840,21.5,,,
674,6740, 5/16/2024, 20:31:22.651,0.28721,907.5836,1.71592E+12,42900,21.5,,,
675,6750, 5/16/2024, 20:31:32.656,0.28721,907.5836,1.71592E+12,42960,21.5,,,
676,6760, 5/16/2024, 20:31:42.661,0.28717,907.4572,1.71592E+12,43020,21.44,,,
677,6770, 5/16/2024, 20:31:52.670,0.28719,907.5204,1.71592E+12,43080,21.44,,,
678,6780, 5/16/2024, 20:32:02.679,0.28716,907.4256,1.71592E+12,43140,21.38,,,
679,6790, 5/16/2024, 20:32:12.684,0.28713,907.3308,1.71592E+12,43200,21.38,,,
680,6800, 5/16/2024, 20:32:22.690,0.28716,907.4256,1.71592E+12,43260,21.38,,,
681,6810, 5/16/2024, 20:32:32.696,0.28717,907.4572,1.71592E+12,43320,21.31,,,
682,6820, 5/16/2024, 20:32:42.705,0.28715,907.394,1.71592E+12,43380,21.31,,,
683,6830, 5/16/2024, 20:32:52.721,0.2871,907.236,1.71592E+12,43440,21.31,,,
684,6840, 5/16/2024, 20:33:02.729,0.28713,907.3308,1.71592E+12,43500,21.28,,,
685,6850, 5/16/2024, 20:33:12.756,0.28716,907.4256,1.71592E+12,43560,21.31,,,
686,6860, 5/16/2024, 20:33:22.773,0.2872,907.552,1.71592E+12,43680,21.25,,,
687,6870, 5/16/2024, 20:33:32.779,0.28715,907.394,1.71592E+12,43740,21.28,,,
688,6880, 5/16/2024, 20:33:42.790,0.28717,907.4572,1.71592E+12,43800,21.25,,,
689,6890, 5/16/2024, 20:33:52.791,0.28722,907.6152,1.71592E+12,43860,21.25,,,
690,6900, 5/16/2024, 20:34:02.794,0.28718,907.4888,1.71592E+12,43920,21.25,,,
691,6910, 5/16/2024, 20:34:12.801,0.2872,907.552,1.71592E+12,44040,21.31,,,
692,6920, 5/16/2024, 20:34:22.811,0.28721,907.5836,1.71592E+12,44100,21.31,,,
693,6930, 5/16/2024, 20:34:32.820,0.28724,907.6784,1.71592E+12,44160,21.31,,,
694,6940, 5/16/2024, 20:34:42.827,0.28722,907.6152,1.71592E+12,44220,21.38,,,
695,6950, 5/16/2024, 20:34:52.838,0.28725,907.71,1.71592E+12,44280,21.31,,,
696,6960, 5/16/2024, 20:35:02.844,0.28725,907.71,1.71592E+12,44340,21.38,,,
697,6970, 5/16/2024, 20:35:12.851,0.28727,907.7732,1.71592E+12,44400,21.38,,,
698,6980, 5/16/2024, 20:35:22.856,0.28723,907.6468,1.71592E+12,44460,21.38,,,
699,6990, 5/16/2024, 20:35:32.862,0.28724,907.6784,1.71592E+12,44520,21.38,,,
700,7000, 5/16/2024, 20:35:42.867,0.28721,907.5836,1.71592E+12,44580,21.41,,,
701,7010, 5/16/2024, 20:35:52.874,0.28718,907.4888,1.71592E+12,44640,21.44,,,
702,7020, 5/16/2024, 20:36:02.135,0.28716,907.4256,1.71592E+12,44760,21.5,,,
703,7030, 5/16/2024, 20:36:12.141,0.28719,907.5204,1.71592E+12,44820,21.5,,,
704,7040, 5/16/2024, 20:36:22.154,0.28728,907.8048,1.71592E+12,44880,21.56,,,
705,7050, 5/16/2024, 20:36:32.164,0.28726,907.7416,1.71592E+12,44940,21.56,,,
706,7060, 5/16/2024, 20:36:42.171,0.28724,907.6784,1.71592E+12,45000,21.56,,,
707,7070, 5/16/2024, 20:36:52.178,0.28725,907.71,1.71592E+12,45060,21.56,,,
708,7080, 5/16/2024, 20:37:02.178,0.28726,907.7416,1.71592E+12,45120,21.56,,,
709,7090, 5/16/2024, 20:37:12.185,0.28728,907.8048,1.71592E+12,45180,21.56,,,
710,7100, 5/16/2024, 20:37:22.215,0.28731,907.8996,1.71592E+12,45240,21.56,,,
711,7110, 5/16/2024, 20:37:32.225,0.2873,907.868,1.71592E+12,45300,21.56,,,
712,7120, 5/16/2024, 20:37:42.231,0.28732,907.9312,1.71592E+12,45360,21.5,,,
713,7130, 5/16/2024, 20:37:52.259,0.28733,907.9628,1.71592E+12,45420,21.5,,,
714,7140, 5/16/2024, 20:38:02.269,0.2873,907.868,1.71592E+12,45480,21.5,,,
715,7150, 5/16/2024, 20:38:12.269,0.28733,907.9628,1.71592E+12,45540,21.5,,,
716,7160, 5/16/2024, 20:38:22.281,0.28731,907.8996,1.71592E+12,45600,21.47,,,
717,7170, 5/16/2024, 20:38:32.286,0.28733,907.9628,1.71592E+12,45660,21.44,,,
718,7180, 5/16/2024, 20:38:42.291,0.28728,907.8048,1.71592E+12,45720,21.38,,,
719,7190, 5/16/2024, 20:38:52.309,0.2873,907.868,1.71592E+12,45780,21.38,,,
720,7200, 5/16/2024, 20:39:02.319,0.28728,907.8048,1.71592E+12,45840,21.38,,,
721,7210, 5/16/2024, 20:39:12.326,0.28729,907.8364,1.71592E+12,45900,21.31,,,
722,7220, 5/16/2024, 20:39:22.342,0.28726,907.7416,1.71592E+12,45960,21.31,,,
723,7230, 5/16/2024, 20:39:32.348,0.2873,907.868,1.71592E+12,46020,21.31,,,
724,7240, 5/16/2024, 20:39:42.350,0.28728,907.8048,1.71592E+12,46080,21.31,,,
725,7250, 5/16/2024, 20:39:52.354,0.28731,907.8996,1.71592E+12,46140,21.31,,,
726,7260, 5/16/2024, 20:40:02.359,0.28723,907.6468,1.71592E+12,46200,21.31,,,
727,7270, 5/16/2024, 20:40:12.380,0.28724,907.6784,1.71592E+12,46260,21.28,,,
728,7280, 5/16/2024, 20:40:22.405,0.2872,907.552,1.71592E+12,46320,21.31,,,
729,7290, 5/16/2024, 20:40:32.431,0.2872,907.552,1.71592E+12,46380,21.31,,,
730,7300, 5/16/2024, 20:40:42.448,0.2872,907.552,1.71592E+12,46440,21.31,,,
731,7310, 5/16/2024, 20:40:52.474,0.2872,907.552,1.71592E+12,46500,21.25,,,
732,7320, 5/16/2024, 20:41:02.494,0.28719,907.5204,1.71592E+12,46560,21.31,,,
733,7330, 5/16/2024, 20:41:12.518,0.28717,907.4572,1.71592E+12,46620,21.31,,,
734,7340, 5/16/2024, 20:41:22.538,0.28721,907.5836,1.71592E+12,46680,21.31,,,
735,7350, 5/16/2024, 20:41:32.556,0.28729,907.8364,1.71592E+12,46740,21.31,,,
736,7360, 5/16/2024, 20:41:42.584,0.28725,907.71,1.71592E+12,46800,21.345,,,
737,7370, 5/16/2024, 20:41:52.599,0.28726,907.7416,1.71592E+12,46860,21.31,,,
738,7380, 5/16/2024, 20:42:02.626,0.28724,907.6784,1.71592E+12,46920,21.38,,,
739,7390, 5/16/2024, 20:42:12.648,0.28721,907.5836,1.71592E+12,46980,21.41,,,
740,7400, 5/16/2024, 20:42:22.664,0.28719,907.5204,1.71592E+12,47040,21.38,,,
741,7410, 5/16/2024, 20:42:32.683,0.28717,907.4572,1.71592E+12,47100,21.38,,,
742,7420, 5/16/2024, 20:42:42.699,0.28727,907.7732,1.71592E+12,47160,21.41,,,
743,7430, 5/16/2024, 20:42:52.722,0.28726,907.7416,1.71592E+12,47280,21.44,,,
744,7440, 5/16/2024, 20:43:02.736,0.28728,907.8048,1.71592E+12,47340,21.5,,,
745,7450, 5/16/2024, 20:43:12.754,0.28731,907.8996,1.71592E+12,47400,21.5,,,
746,7460, 5/16/2024, 20:43:22.777,0.28732,907.9312,1.71593E+12,47460,21.5,,,
747,7470, 5/16/2024, 20:43:32.802,0.28731,907.8996,1.71593E+12,47520,21.53,,,
748,7480, 5/16/2024, 20:43:42.825,0.28729,907.8364,1.71593E+12,47640,21.5,,,
749,7490, 5/16/2024, 20:43:52.847,0.28728,907.8048,1.71593E+12,47700,21.56,,,
750,7500, 5/16/2024, 20:44:02.872,0.28727,907.7732,1.71593E+12,47760,21.56,,,
751,7510, 5/16/2024, 20:44:12.152,0.28721,907.5836,1.71593E+12,47820,21.56,,,
752,7520, 5/16/2024, 20:44:22.171,0.28716,907.4256,1.71593E+12,47880,21.53,,,
753,7530, 5/16/2024, 20:44:32.187,0.28727,907.7732,1.71593E+12,47940,21.5,,,
754,7540, 5/16/2024, 20:44:42.190,0.28722,907.6152,1.71593E+12,48000,21.5,,,
755,7550, 5/16/2024, 20:44:52.217,0.28721,907.5836,1.71593E+12,48060,21.47,,,
756,7560, 5/16/2024, 20:45:02.242,0.28724,907.6784,1.71593E+12,48120,21.44,,,
757,7570, 5/16/2024, 20:45:12.265,0.28719,907.5204,1.71593E+12,48180,21.47,,,
758,7580, 5/16/2024, 20:45:22.292,0.28714,907.3624,1.71593E+12,48240,21.44,,,
759,7590, 5/16/2024, 20:45:32.317,0.28718,907.4888,1.71593E+12,48300,21.44,,,
760,7600, 5/16/2024, 20:45:42.342,0.28712,907.2992,1.71593E+12,48360,21.38,,,
761,7610, 5/16/2024, 20:45:52.369,0.28717,907.4572,1.71593E+12,48420,21.41,,,
762,7620, 5/16/2024, 20:46:02.389,0.28716,907.4256,1.71593E+12,48480,21.38,,,
763,7630, 5/16/2024, 20:46:12.403,0.28715,907.394,1.71593E+12,48540,21.38,,,
764,7640, 5/16/2024, 20:46:22.420,0.28715,907.394,1.71593E+12,48600,21.31,,,
765,7650, 5/16/2024, 20:46:32.443,0.28717,907.4572,1.71593E+12,48660,21.31,,,
766,7660, 5/16/2024, 20:46:42.465,0.2872,907.552,1.71593E+12,48720,21.31,,,
767,7670, 5/16/2024, 20:46:52.492,0.28728,907.8048,1.71593E+12,48780,21.31,,,
768,7680, 5/16/2024, 20:47:02.518,0.28725,907.71,1.71593E+12,48840,21.38,,,
769,7690, 5/16/2024, 20:47:12.533,0.28722,907.6152,1.71593E+12,48900,21.31,,,
770,7700, 5/16/2024, 20:47:22.554,0.28721,907.5836,1.71593E+12,49020,21.38,,,
771,7710, 5/16/2024, 20:47:32.567,0.28719,907.5204,1.71593E+12,49080,21.38,,,
772,7720, 5/16/2024, 20:47:42.588,0.28715,907.394,1.71593E+12,49140,21.345,,,
773,7730, 5/16/2024, 20:47:52.610,0.28714,907.3624,1.71593E+12,49200,21.38,,,
774,7740, 5/16/2024, 20:48:02.631,0.28709,907.2044,1.71593E+12,49260,21.38,,,
775,7750, 5/16/2024, 20:48:12.654,0.28707,907.1412,1.71593E+12,49380,21.44,,,
776,7760, 5/16/2024, 20:48:22.672,0.28711,907.2676,1.71593E+12,49440,21.44,,,
777,7770, 5/16/2024, 20:48:32.691,0.2872,907.552,1.71593E+12,49500,21.44,,,
778,7780, 5/16/2024, 20:48:42.712,0.28721,907.5836,1.71593E+12,49560,21.47,,,
779,7790, 5/16/2024, 20:48:52.736,0.28717,907.4572,1.71593E+12,49620,21.5,,,
780,7800, 5/16/2024, 20:49:02.751,0.2871,907.236,1.71593E+12,49740,21.5,,,
781,7810, 5/16/2024, 20:49:12.775,0.2871,907.236,1.71593E+12,49800,21.5,,,
782,7820, 5/16/2024, 20:49:22.793,0.28713,907.3308,1.71593E+12,49860,21.56,,,
783,7830, 5/16/2024, 20:49:32.815,0.28713,907.3308,1.71593E+12,49920,21.56,,,
784,7840, 5/16/2024, 20:49:42.831,0.28709,907.2044,1.71593E+12,49980,21.56,,,
785,7850, 5/16/2024, 20:49:52.854,0.2871,907.236,1.71593E+12,50100,21.56,,,
786,7860, 5/16/2024, 20:50:02.872,0.28713,907.3308,1.71593E+12,50160,21.56,,,
787,7870, 5/16/2024, 20:50:12.145,0.28716,907.4256,1.71593E+12,50220,21.56,,,
788,7880, 5/16/2024, 20:50:22.149,0.28714,907.3624,1.71593E+12,50280,21.56,,,
789,7890, 5/16/2024, 20:50:32.174,0.28718,907.4888,1.71593E+12,50340,21.5,,,
790,7900, 5/16/2024, 20:50:42.190,0.28712,907.2992,1.71593E+12,50400,21.5,,,
791,7910, 5/16/2024, 20:50:52.212,0.28711,907.2676,,,,,,
792,7920, 5/16/2024, 20:51:02.238,0.28713,907.3308,,,,,,
793,7930, 5/16/2024, 20:51:12.263,0.28714,907.3624,,,,,,
794,7940, 5/16/2024, 20:51:22.283,0.28719,907.5204,,,,,,
795,7950, 5/16/2024, 20:51:32.304,0.28729,907.8364,,,,,,
796,7960, 5/16/2024, 20:51:42.323,0.2872,907.552,,,,,,
797,7970, 5/16/2024, 20:51:52.342,0.28723,907.6468,,,,,,
798,7980, 5/16/2024, 20:52:02.362,0.28722,907.6152,,,,,,
799,7990, 5/16/2024, 20:52:12.378,0.28725,907.71,,,,,,
800,8000, 5/16/2024, 20:52:22.381,0.28725,907.71,,,,,,
801,8010, 5/16/2024, 20:52:32.395,0.28725,907.71,,,,,,
802,8020, 5/16/2024, 20:52:42.415,0.28719,907.5204,,,,,,
803,8030, 5/16/2024, 20:52:52.432,0.28716,907.4256,,,,,,
804,8040, 5/16/2024, 20:53:02.452,0.28719,907.5204,,,,,,
805,8050, 5/16/2024, 20:53:12.473,0.28714,907.3624,,,,,,
806,8060, 5/16/2024, 20:53:22.486,0.28721,907.5836,,,,,,
807,8070, 5/16/2024, 20:53:32.505,0.2872,907.552,,,,,,
808,8080, 5/16/2024, 20:53:42.520,0.28717,907.4572,,,,,,
809,8090, 5/16/2024, 20:53:52.540,0.28717,907.4572,,,,,,
810,8100, 5/16/2024, 20:54:02.564,0.28716,907.4256,,,,,,
811,8110, 5/16/2024, 20:54:12.576,0.28719,907.5204,,,,,,
812,8120, 5/16/2024, 20:54:22.599,0.28716,907.4256,,,,,,
813,8130, 5/16/2024, 20:54:32.616,0.28724,907.6784,,,,,,
814,8140, 5/16/2024, 20:54:42.637,0.2873,907.868,,,,,,
815,8150, 5/16/2024, 20:54:52.667,0.28733,907.9628,,,,,,
816,8160, 5/16/2024, 20:55:02.691,0.2873,907.868,,,,,,
817,8170, 5/16/2024, 20:55:12.718,0.28729,907.8364,,,,,,
818,8180, 5/16/2024, 20:55:22.748,0.28723,907.6468,,,,,,
819,8190, 5/16/2024, 20:55:32.758,0.28716,907.4256,,,,,,
820,8200, 5/16/2024, 20:55:42.766,0.28723,907.6468,,,,,,
821,8210, 5/16/2024, 20:55:52.792,0.28727,907.7732,,,,,,
822,8220, 5/16/2024, 20:56:02.807,0.28726,907.7416,,,,,,
823,8230, 5/16/2024, 20:56:12.827,0.28732,907.9312,,,,,,
824,8240, 5/16/2024, 20:56:22.840,0.28722,907.6152,,,,,,
825,8250, 5/16/2024, 20:56:32.859,0.28725,907.71,,,,,,
826,8260, 5/16/2024, 20:56:42.886,0.28721,907.5836,,,,,,
827,8270, 5/16/2024, 20:56:52.167,0.28724,907.6784,,,,,,
828,8280, 5/16/2024, 20:57:02.188,0.28725,907.71,,,,,,
829,8290, 5/16/2024, 20:57:12.214,0.28723,907.6468,,,,,,
830,8300, 5/16/2024, 20:57:22.236,0.28719,907.5204,,,,,,
831,8310, 5/16/2024, 20:57:32.259,0.28724,907.6784,,,,,,
832,8320, 5/16/2024, 20:57:42.284,0.28733,907.9628,,,,,,
833,8330, 5/16/2024, 20:57:52.312,0.28728,907.8048,,,,,,
834,8340, 5/16/2024, 20:58:02.338,0.28725,907.71,,,,,,
835,8350, 5/16/2024, 20:58:12.358,0.28728,907.8048,,,,,,
836,8360, 5/16/2024, 20:58:22.381,0.28722,907.6152,,,,,,
837,8370, 5/16/2024, 20:58:32.405,0.2872,907.552,,,,,,
838,8380, 5/16/2024, 20:58:42.427,0.28719,907.5204,,,,,,
839,8390, 5/16/2024, 20:58:52.443,0.28717,907.4572,,,,,,
840,8400, 5/16/2024, 20:59:02.466,0.28716,907.4256,,,,,,
841,8410, 5/16/2024, 20:59:12.490,0.28712,907.2992,,,,,,
842,8420, 5/16/2024, 20:59:22.511,0.28717,907.4572,,,,,,
843,8430, 5/16/2024, 20:59:32.530,0.28716,907.4256,,,,,,
844,8440, 5/16/2024, 20:59:42.555,0.28709,907.2044,,,,,,
845,8450, 5/16/2024, 20:59:52.581,0.28707,907.1412,,,,,,
846,8460, 5/16/2024, 21:00:02.599,0.28715,907.394,,,,,,
847,8470, 5/16/2024, 21:00:12.618,0.28721,907.5836,,,,,,
848,8480, 5/16/2024, 21:00:22.627,0.2873,907.868,,,,,,
849,8490, 5/16/2024, 21:00:32.649,0.28729,907.8364,,,,,,
850,8500, 5/16/2024, 21:00:42.675,0.28723,907.6468,,,,,,
851,8510, 5/16/2024, 21:00:52.697,0.28732,907.9312,,,,,,
852,8520, 5/16/2024, 21:01:02.719,0.28729,907.8364,,,,,,
853,8530, 5/16/2024, 21:01:12.744,0.28725,907.71,,,,,,
854,8540, 5/16/2024, 21:01:22.751,0.28724,907.6784,,,,,,
855,8550, 5/16/2024, 21:01:32.775,0.28728,907.8048,,,,,,
856,8560, 5/16/2024, 21:01:42.804,0.28718,907.4888,,,,,,
857,8570, 5/16/2024, 21:01:52.830,0.2872,907.552,,,,,,
858,8580, 5/16/2024, 21:02:02.853,0.28721,907.5836,,,,,,
859,8590, 5/16/2024, 21:02:12.876,0.2872,907.552,,,,,,
860,8600, 5/16/2024, 21:02:22.155,0.2872,907.552,,,,,,
861,8610, 5/16/2024, 21:02:32.176,0.28723,907.6468,,,,,,
862,8620, 5/16/2024, 21:02:42.201,0.28725,907.71,,,,,,
863,8630, 5/16/2024, 21:02:52.229,0.28719,907.5204,,,,,,
864,8640, 5/16/2024, 21:03:02.247,0.28716,907.4256,,,,,,
865,8650, 5/16/2024, 21:03:12.265,0.28719,907.5204,,,,,,
866,8660, 5/16/2024, 21:03:22.289,0.28714,907.3624,,,,,,
867,8670, 5/16/2024, 21:03:32.307,0.28713,907.3308,,,,,,
868,8680, 5/16/2024, 21:03:42.330,0.28719,907.5204,,,,,,
869,8690, 5/16/2024, 21:03:52.347,0.28716,907.4256,,,,,,
870,8700, 5/16/2024, 21:04:02.361,0.28721,907.5836,,,,,,
871,8710, 5/16/2024, 21:04:12.381,0.28726,907.7416,,,,,,
872,8720, 5/16/2024, 21:04:22.397,0.28726,907.7416,,,,,,
873,8730, 5/16/2024, 21:04:32.398,0.28724,907.6784,,,,,,
874,8740, 5/16/2024, 21:04:42.415,0.2872,907.552,,,,,,
875,8750, 5/16/2024, 21:04:52.435,0.28726,907.7416,,,,,,
876,8760, 5/16/2024, 21:05:02.463,0.28728,907.8048,,,,,,
877,8770, 5/16/2024, 21:05:12.482,0.28726,907.7416,,,,,,
878,8780, 5/16/2024, 21:05:22.505,0.28723,907.6468,,,,,,
879,8790, 5/16/2024, 21:05:32.524,0.28724,907.6784,,,,,,
880,8800, 5/16/2024, 21:05:42.547,0.28722,907.6152,,,,,,
881,8810, 5/16/2024, 21:05:52.570,0.28718,907.4888,,,,,,
882,8820, 5/16/2024, 21:06:02.591,0.28724,907.6784,,,,,,
883,8830, 5/16/2024, 21:06:12.612,0.28727,907.7732,,,,,,
884,8840, 5/16/2024, 21:06:22.616,0.28725,907.71,,,,,,
885,8850, 5/16/2024, 21:06:32.634,0.28723,907.6468,,,,,,
886,8860, 5/16/2024, 21:06:42.651,0.28729,907.8364,,,,,,
887,8870, 5/16/2024, 21:06:52.657,0.28733,907.9628,,,,,,
888,8880, 5/16/2024, 21:07:02.668,0.2873,907.868,,,,,,
889,8890, 5/16/2024, 21:07:12.672,0.28731,907.8996,,,,,,
890,8900, 5/16/2024, 21:07:22.693,0.28729,907.8364,,,,,,
891,8910, 5/16/2024, 21:07:32.711,0.28719,907.5204,,,,,,
892,8920, 5/16/2024, 21:07:42.738,0.28718,907.4888,,,,,,
893,8930, 5/16/2024, 21:07:52.754,0.28718,907.4888,,,,,,
894,8940, 5/16/2024, 21:08:02.770,0.28713,907.3308,,,,,,
895,8950, 5/16/2024, 21:08:12.788,0.28712,907.2992,,,,,,
896,8960, 5/16/2024, 21:08:22.810,0.28718,907.4888,,,,,,
897,8970, 5/16/2024, 21:08:32.829,0.28715,907.394,,,,,,
898,8980, 5/16/2024, 21:08:42.852,0.28722,907.6152,,,,,,
899,8990, 5/16/2024, 21:08:52.869,0.28723,907.6468,,,,,,
900,9000, 5/16/2024, 21:09:02.892,0.28724,907.6784,,,,,,
901,9010, 5/16/2024, 21:09:12.172,0.28727,907.7732,,,,,,
902,9020, 5/16/2024, 21:09:22.194,0.28729,907.8364,,,,,,
903,9030, 5/16/2024, 21:09:32.211,0.28732,907.9312,,,,,,
904,9040, 5/16/2024, 21:09:42.239,0.28728,907.8048,,,,,,
905,9050, 5/16/2024, 21:09:52.240,0.28726,907.7416,,,,,,
906,9060, 5/16/2024, 21:10:02.254,0.28727,907.7732,,,,,,
